IDS_PROPITEM_TXT_000000	Default
IDS_PROPITEM_TXT_014261	Ein grünes Set für Freundinnen des Waldes.
IDS_PROPITEM_TXT_014262	Flower Fairy Set (F)
IDS_PROPITEM_TXT_014263	Ein pinkes Set für Blumenliebhaberinnen.
IDS_PROPITEM_TXT_014264	Robot Demon
IDS_PROPITEM_TXT_014265	Dieser mechanische Dämon folgt seinem Besitzer und hebt Gegenstände für ihn auf. Rüste ihn mit Beads aus, um nützliche Buffs zu erhalten.
IDS_PROPITEM_TXT_014266	Amazing Speed Random Box(Taiwan)
IDS_PROPITEM_TXT_014267	Mit dieser Box hast du die Chance auf eine Scroll of Velocity, sowie auf viele andere nützliche CS-Gegenstände.
IDS_PROPITEM_TXT_014268	Legendary Wing Random Box(Taiwan)
IDS_PROPITEM_TXT_014269	Mit dieser Box hast du die Chance auf ein Paar Large Feather Wings (White), sowie auf eine Auswahl an nützlichen CS-Gegenständen.
IDS_PROPITEM_TXT_014270	Blue Flower Ribbon (F)
IDS_PROPITEM_TXT_014271	Eine blaue Blume, die ins Haar gesteckt wird.
IDS_PROPITEM_TXT_014272	White Flower Ribbon (F)
IDS_PROPITEM_TXT_014273	Eine weisse Blume, die ins Haar gesteckt wird.
IDS_PROPITEM_TXT_014274	Pink Flower Ribbon (F)
IDS_PROPITEM_TXT_014275	Eine pinke Blume, die ins Haar gesteckt wird.
IDS_PROPITEM_TXT_014276	Yellow Flower Ribbon (F)
IDS_PROPITEM_TXT_014277	Eine gelbe Blume, die ins Haar gesteckt wird.
IDS_PROPITEM_TXT_014278	Black Ribbon (F)
IDS_PROPITEM_TXT_014279	Blondes Haar, dass mit einer schwarzen Schleife geschmückt ist.
IDS_PROPITEM_TXT_014280	Cute Teddy Bear
IDS_PROPITEM_TXT_014281	Dieser süße Teddy folgt seinem Besitzer, um Gegenstände für ihn aufzuheben. Rüste ihn mit Beads aus, um nützliche Buffs zu erhalten.
IDS_PROPITEM_TXT_014282	Scroll of Experience XR (7 Tage)
IDS_PROPITEM_TXT_014283	Du erhältst, für die nächsten 7 Tage, 100% mehr EXP. Die Scroll läuft selbst dann weiter, wenn du dich ausloggst!
IDS_PROPITEM_TXT_014284	Scroll of Experience XR (30 Tage)
IDS_PROPITEM_TXT_014285	Du erhältst, für die nächsten 30 Tage, 100% mehr EXP. Die Scroll läuft selbst dann weiter, wenn du dich ausloggst!
IDS_PROPITEM_TXT_014286	Scroll of Experience Ultra Q (7 Tage)
IDS_PROPITEM_TXT_014287	Du erhältst, für die nächsten 7 Tage, 200% mehr EXP. Die Scroll läuft selbst dann weiter, wenn du dich ausloggst!
IDS_PROPITEM_TXT_014288	Scroll of Experience Ultra Q (30 Tage)
IDS_PROPITEM_TXT_014289	Du erhältst, für die nächsten 30 Tage, 200% mehr EXP. Die Scroll läuft selbst dann weiter, wenn du dich ausloggst!
IDS_PROPITEM_TXT_014290	Upgrade Box
IDS_PROPITEM_TXT_014291	Diese Box enthält jeweils eine Scroll of Sprotect (Event), eine Scroll of Aprotect (Event), einem Moonstone und einem Oricalkum.
IDS_PROPITEM_TXT_014292	Laptop Coupon
IDS_PROPITEM_TXT_014293	
IDS_PROPITEM_TXT_014294	March Random Box (Russia)
IDS_PROPITEM_TXT_014295	
IDS_PROPITEM_TXT_014296	Cloak of Glory Random Box
IDS_PROPITEM_TXT_014297	
IDS_PROPITEM_TXT_014298	Cloak of Lucky Box
IDS_PROPITEM_TXT_014299	Hope luck with you.
IDS_PROPITEM_TXT_014300	Cloak of Hope
IDS_PROPITEM_TXT_014301	Zeige Solidarität mit dem japanischen Volk und spende etwas Hoffnung.
IDS_PROPITEM_TXT_014302	Knight Historic Weapon Set (7 Tage)
IDS_PROPITEM_TXT_014303	Diese Box beinhaltet ein Historic Big Sword (7 Tage) +7 und eine Historic Two-Handed Axe (7 Tage) +7. Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014304	Magician Historic Weapon Set (7 Tage)
IDS_PROPITEM_TXT_014305	Diese Box beinhaltet ein Historic Wand (7 Tage) +7 und einen Historic Staff (7 Tage) +7. Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014306	Mercenary Historic Weapon Set (7 Tage)
IDS_PROPITEM_TXT_014307	Diese Box beinhaltet ein Historic Sword (7 Tage) +7 und eine Historic Axe (7 Tage) +7. Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014308	Acrobat Historic Weapon Set (7 Tage)
IDS_PROPITEM_TXT_014309	Diese Box beinhaltet ein Historic Yoyo (7 Tage) +7 und einen Historic Bow (7 Tage) +7. Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014310	Assist Historic Weapon Set (7 Tage)
IDS_PROPITEM_TXT_014311	Diese Box beinhaltet ein Historic Knuckle (7 Tage) +7 und einen Historic Stick (7 Tage) +7. Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014312	Knight Historic Weapon Set (30 Tage)
IDS_PROPITEM_TXT_014313	Diese Box beinhaltet ein Historic Big Sword (30 Tage) +7 und eine Historic Ambidextrous Axe (30 Tage) +7. Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014314	Magician Historic Weapon Set (30 Tage)
IDS_PROPITEM_TXT_014315	Diese Box beinhaltet ein Historic Wand (30 Tage) +7 und einen Historic Staff (30 Tage) +7. Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014316	Mercenary Historic Weapon Set (30 Tage)
IDS_PROPITEM_TXT_014317	Diese Box beinhaltet ein Historic Sword (30 Tage) +7 und eine Historic Axe (30 Tage) +7. Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014318	Acrobat Historic Weapon Set (30 Tage)
IDS_PROPITEM_TXT_014319	Diese Box beinhaltet ein Historic Yoyo (30 Tage) +7 und einen Historic Bow (30 Tage) +7. Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014320	Assist Historic Weapon Set (30 Tage)
IDS_PROPITEM_TXT_014321	Diese Box beinhaltet ein Historic Knuckle (30 Tage) +7 und einen Historic Stick (30 Tage) +7. Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014322	Mercenary Rescorn Set (M) (7 Tage)
IDS_PROPITEM_TXT_014323	Diese Box beinhaltet ein Rescorn Set (M) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014324	Magician Anis Set (M) (7 Tage)
IDS_PROPITEM_TXT_014325	Diese Box beinhaltet ein Anis Set (M) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014326	Assist Shurand Set (M) (7 Tage)
IDS_PROPITEM_TXT_014327	Diese Box beinhaltet ein Shurand Set (M) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014328	Acrobat Restron Set (M) (7 Tage)
IDS_PROPITEM_TXT_014329	Diese Box beinhaltet ein Restron Set (M) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014330	Mercenary Rescorn Set (M) (30 Tage)
IDS_PROPITEM_TXT_014331	Diese Box beinhaltet ein Rescorn Set (M) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014332	Magician Anis Set (M) (30 Tage)
IDS_PROPITEM_TXT_014333	Diese Box beinhaltet ein Anis Set (M) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014334	Assist Shurand Set (M) (30 Tage)
IDS_PROPITEM_TXT_014335	Diese Box beinhaltet ein Shurand Set (M) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014336	Acrobat Restron Set (M) (30 Tage)
IDS_PROPITEM_TXT_014337	Diese Box beinhaltet ein Restron Set (M) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014338	Mercenary Rescorn Set (F) (7 Tage)
IDS_PROPITEM_TXT_014339	Diese Box beinhaltet ein Rescorn Set (F) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014340	Magician Anis Set (F) (7 Tage)
IDS_PROPITEM_TXT_014341	Diese Box beinhaltet ein Anis Set (F) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014342	Assist Shurand Set (F) (7 Tage)
IDS_PROPITEM_TXT_014343	Diese Box beinhaltet ein Shurand Set (F) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014344	Acrobat Restron Set (F) (7 Tage)
IDS_PROPITEM_TXT_014345	Diese Box beinhaltet ein Restron Set (F) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014346	Mercenary Rescorn Set (F) (30 Tage)
IDS_PROPITEM_TXT_014347	Diese Box beinhaltet ein Rescorn Set (F) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014348	Magician Anis Set (F) (30 Tage)
IDS_PROPITEM_TXT_014349	Diese Box beinhaltet ein Anis Set (F) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014350	Assist Shurand Set (F) (30 Tage)
IDS_PROPITEM_TXT_014351	Diese Box beinhaltet ein Shurand Set (F) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014352	Acrobat Restron Set (F) (30 Tage)
IDS_PROPITEM_TXT_014353	Diese Box beinhaltet ein Restron Set (F) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014354	Warpon Set (M) (7 Tage)
IDS_PROPITEM_TXT_014355	Diese Box beinhaltet ein Warpon Set (M) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014356	Einy Set (M) (7 Tage)
IDS_PROPITEM_TXT_014357	Diese Box beinhaltet ein Einy Set (M) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014358	Roshel Set (M) (7 Tage)
IDS_PROPITEM_TXT_014359	Diese Box beinhaltet ein Roshel Set (M) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014360	Myuran Set (M) (7 Tage)
IDS_PROPITEM_TXT_014361	Diese Box beinhaltet ein Myuran Set (M) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014362	Alext Set (M) (7 Tage)
IDS_PROPITEM_TXT_014363	Diese Box beinhaltet ein Alext Set (M) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014364	Paxt Set (M) (7 Tage)
IDS_PROPITEM_TXT_014365	Diese Box beinhaltet ein Paxt Set (M) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014366	Katria Set (M) (7 Tage)
IDS_PROPITEM_TXT_014367	Diese Box beinhaltet ein Katria Set (M) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014368	Okas Set (M) (7 Tage)
IDS_PROPITEM_TXT_014369	Diese Box beinhaltet ein Okas Set (M) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014370	Warpon Set (M) (30 Tage)
IDS_PROPITEM_TXT_014371	Diese Box beinhaltet ein Warpon Set (M) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014372	Einy Set (M) (30 Tage)
IDS_PROPITEM_TXT_014373	Diese Box beinhaltet ein Einy Set (M) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014374	Roshel Set (M) (30 Tage)
IDS_PROPITEM_TXT_014375	Diese Box beinhaltet ein Roshel Set (M) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014376	Myuran Set (M) (30 Tage)
IDS_PROPITEM_TXT_014377	Diese Box beinhaltet ein Myuran Set (M) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014378	Alext Set (M) (30 Tage)
IDS_PROPITEM_TXT_014379	Diese Box beinhaltet ein Alext Set (M) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014380	Paxt Set (M) (30 Tage)
IDS_PROPITEM_TXT_014381	Diese Box beinhaltet ein Paxt Set (M) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014382	Katria Set (M) (30 Tage)
IDS_PROPITEM_TXT_014383	Diese Box beinhaltet ein Katria Set (M) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014384	Okas Set (M) (30 Tage)
IDS_PROPITEM_TXT_014385	Diese Box beinhaltet ein Okas Set (M) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014386	Warpon Set (F) (7 Tage)
IDS_PROPITEM_TXT_014387	Diese Box beinhaltet ein Warpon Set (F) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014388	Einy Set (F) (7 Tage)
IDS_PROPITEM_TXT_014389	Diese Box beinhaltet ein Einy Set (F) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014390	Roshel Set (F) (7 Tage)
IDS_PROPITEM_TXT_014391	Diese Box beinhaltet ein Roshel Set (F) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014392	Myuran Set (F) (7 Tage)
IDS_PROPITEM_TXT_014393	Diese Box beinhaltet ein Myuran Set (F) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014394	Alext Set (F) (7 Tage)
IDS_PROPITEM_TXT_014395	Diese Box beinhaltet ein Alext Set (F) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014396	Paxt Set (F) (7 Tage)
IDS_PROPITEM_TXT_014397	Diese Box beinhaltet ein Paxt Set (F) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014398	Katria Set (F) (7 Tage)
IDS_PROPITEM_TXT_014399	Diese Box beinhaltet ein Katria Set (F) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014400	Okas Set (F) (7 Tage)
IDS_PROPITEM_TXT_014401	Diese Box beinhaltet ein Okas Set (F) +7 (7 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014402	Warpon Set (F) (30 Tage)
IDS_PROPITEM_TXT_014403	Diese Box beinhaltet ein Warpon Set (F) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014404	Einy Set (F) (30 Tage)
IDS_PROPITEM_TXT_014405	Diese Box beinhaltet ein Einy Set (F) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014406	Roshel Set (F) (30 Tage)
IDS_PROPITEM_TXT_014407	Diese Box beinhaltet ein Roshel Set (F) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014408	Myuran Set (F) (30 Tage)
IDS_PROPITEM_TXT_014409	Diese Box beinhaltet ein Myuran Set (F) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014410	Alext Set (F) (30 Tage)
IDS_PROPITEM_TXT_014411	Diese Box beinhaltet ein Alext Set (F) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014412	Paxt Set (F) (30 Tage)
IDS_PROPITEM_TXT_014413	Diese Box beinhaltet ein Paxt Set (F) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014414	Katria Set (F) (30 Tage)
IDS_PROPITEM_TXT_014415	Diese Box beinhaltet ein Katria Set (F) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014416	Okas Set (F) (30 Tage)
IDS_PROPITEM_TXT_014417	Diese Box beinhaltet ein Okas Set (F) +7 (30 Tage). Der Inhalt wird beim Öffnen gebunden.
IDS_PROPITEM_TXT_014418	Steam Punk Suit (F)
IDS_PROPITEM_TXT_014419	Coole Bekleidung im Steam Punk Stil.
IDS_PROPITEM_TXT_014420	Steam Punk Hat (F)
IDS_PROPITEM_TXT_014421	Coole Steam Punk Kopfbedeckung.
IDS_PROPITEM_TXT_014422	Steam Punk Gloves (F)
IDS_PROPITEM_TXT_014423	Coole Steam Punk Handschuhe
IDS_PROPITEM_TXT_014424	Steam Punk Shoes (F)
IDS_PROPITEM_TXT_014425	Coole Steam Punk Schuhe.
IDS_PROPITEM_TXT_014426	Steam Punk Suit (M)
IDS_PROPITEM_TXT_014427	Coole Bekleidung im Steam Punk Stil.
IDS_PROPITEM_TXT_014428	Steam Punk Hat (M)
IDS_PROPITEM_TXT_014429	Coole Steam Punk Kopfbedeckung.
IDS_PROPITEM_TXT_014430	Steam Punk Gloves (M)
IDS_PROPITEM_TXT_014431	Coole Steam Punk Handschuhe
IDS_PROPITEM_TXT_014432	Steam Punk Shoes (M)
IDS_PROPITEM_TXT_014433	Coole Steam Punk Schuhe.
IDS_PROPITEM_TXT_014434	Steam Punk Fashion Set (F)
IDS_PROPITEM_TXT_014435	Das komplette Steam Punk Set für Frauen.
IDS_PROPITEM_TXT_014436	Steam Punk Fashion Set (M)
IDS_PROPITEM_TXT_014437	Das komplette Steam Punk Set für Männer.
IDS_PROPITEM_TXT_014438	Spy Random Box
IDS_PROPITEM_TXT_014439	
IDS_PROPITEM_TXT_014440	Samba Random Box
IDS_PROPITEM_TXT_014441	
IDS_PROPITEM_TXT_014442	Fir Seed
IDS_PROPITEM_TXT_014443	Bringe diesen Samen zu Holzfäller Stake.
IDS_PROPITEM_TXT_014444	Pear Seed
IDS_PROPITEM_TXT_014445	Bringe diesen Samen zu Holzfäller Stake.
IDS_PROPITEM_TXT_014446	Pine Seed
IDS_PROPITEM_TXT_014447	Bringe diesen Samen zu Holzfäller Stake.
IDS_PROPITEM_TXT_014448	Persimmon Seed
IDS_PROPITEM_TXT_014449	Bringe diesen Samen zu Holzfäller Stake.
IDS_PROPITEM_TXT_014450	Bottle of Water
IDS_PROPITEM_TXT_014451	Das Wasser in dieser Flasche verwandelt einen Samen in einen Setzling. Leider ist nicht sehr viel Wasser enthalten.
IDS_PROPITEM_TXT_014452	Jackpot Box
IDS_PROPITEM_TXT_014453	Diese Box enthält eine Vielzahl an nützlichen Gegenständen.
IDS_PROPITEM_TXT_014454	Wooden Behemoth Sword
IDS_PROPITEM_TXT_014455	Wenn du diese Waffe auf +20 aufwertest, verwandelt sie sich in eine Behemoth Waffe.
IDS_PROPITEM_TXT_014456	Cute Rabbit Spirit (7 Tage)
IDS_PROPITEM_TXT_014457	Dieser süße Hase folgt seinem Besitzer sieben Tage lang und hebt Gegenstände für ihn auf.
IDS_PROPITEM_TXT_014458	Cute Bunny
IDS_PROPITEM_TXT_014459	
IDS_PROPITEM_TXT_014460	Children's Token 1
IDS_PROPITEM_TXT_014461	Questitem für das Children's Week Event
IDS_PROPITEM_TXT_014462	Children's Token 2
IDS_PROPITEM_TXT_014463	Questitem für das Children's Week Event
IDS_PROPITEM_TXT_014464	Children's Token 3
IDS_PROPITEM_TXT_014465	Questitem für das Children's Week Event
IDS_PROPITEM_TXT_014466	Strawberry Box
IDS_PROPITEM_TXT_014467	Diese Box enthält nützliche Gegenstände, die dir im Kampf behilflich sein können.
IDS_PROPITEM_TXT_014468	Lemon Box
IDS_PROPITEM_TXT_014469	Diese Box enthält nützliche Gegenstände, die dir im Kampf behilflich sein können.
IDS_PROPITEM_TXT_014470	Mint Box
IDS_PROPITEM_TXT_014471	Diese Box enthält nützliche Gegenstände, die dir im Kampf behilflich sein können.
IDS_PROPITEM_TXT_014472	Chocolate Box
IDS_PROPITEM_TXT_014473	Diese Box enthält nützliche Gegenstände, die dir im Kampf behilflich sein können.
IDS_PROPITEM_TXT_014474	Children's Box
IDS_PROPITEM_TXT_014475	Diese Box enthält eine Vielzahl an nützliche Event-Boxen.
IDS_PROPITEM_TXT_014476	Cloak of Bravery Random Box
IDS_PROPITEM_TXT_014477	Mit dieser Box hast du die Chance auf eine Cloak of Bravery sowie auf andere nützliche Gegenstände.
IDS_PROPITEM_TXT_014478	Very Lucky Box
IDS_PROPITEM_TXT_014479	
IDS_PROPITEM_TXT_014480	Russia Random Box 1
IDS_PROPITEM_TXT_014481	
IDS_PROPITEM_TXT_014482	Russia Random Box 2
IDS_PROPITEM_TXT_014483	
IDS_PROPITEM_TXT_014484	Russia Random Box 3
IDS_PROPITEM_TXT_014485	
IDS_PROPITEM_TXT_014486	Bear Pet Box
IDS_PROPITEM_TXT_014487	Mit dieser Box hast du die Chance auf bärenstarken Begleiter, sowie auf einen Spirit of Upgrade oder viele andere, nützliche CS-Gegenstände.
IDS_PROPITEM_TXT_014488	Fashion Ticket
IDS_PROPITEM_TXT_014489	
IDS_PROPITEM_TXT_014490	Terminator Sunglasses (Black)
IDS_PROPITEM_TXT_014491	Stylische schwarze Sonnenbrille, die dir 7 Punkte auf STA, STR, DEX und INT gibt.
IDS_PROPITEM_TXT_014492	Terminator Sunglasses (Red)
IDS_PROPITEM_TXT_014493	Stylische rote Sonnenbrille, die dir 7 Punkte auf STA, STR, DEX und INT gibt.
IDS_PROPITEM_TXT_014494	Terminator Sunglasses (White)
IDS_PROPITEM_TXT_014495	Stylische weiße Sonnenbrille, die dir 7 Punkte auf STA, STR, DEX und INT gibt.
IDS_PROPITEM_TXT_014496	Fashion Terminator Lucky Box
IDS_PROPITEM_TXT_014497	Mit dieser Box hast du die Chance auf Terminator Sunglasses, sowie viele andere, nützliche CS-Gegenstände.
IDS_PROPITEM_TXT_014498	Amazing Rabbit Box
IDS_PROPITEM_TXT_014499	
IDS_PROPITEM_TXT_014500	Amazing Coupon
IDS_PROPITEM_TXT_014501	
IDS_PROPITEM_TXT_014502	OMG Badge
IDS_PROPITEM_TXT_014503	
IDS_PROPITEM_TXT_014504	Green Chameleon Hat
IDS_PROPITEM_TXT_014505	Ein lustiger Chamäleon Hut in grün. Alle Stats +5.
IDS_PROPITEM_TXT_014506	Red Chameleon Hat
IDS_PROPITEM_TXT_014507	Ein lustiger Chamäleon Hut in rot.Alle Stats +5.
IDS_PROPITEM_TXT_014508	Blue Chameleon Hat
IDS_PROPITEM_TXT_014509	Ein lustiger Chamäleon Hut in blau. Alle Stats +5.
IDS_PROPITEM_TXT_014510	Yellow Chameleon Hat
IDS_PROPITEM_TXT_014511	Ein lustiger Chamäleon Hut in gelb. Alle Stats +5.
IDS_PROPITEM_TXT_014512	Green Chameleon Hat
IDS_PROPITEM_TXT_014513	Ein lustiger Chamäleon Hut in grün. Alle Stats +5.
IDS_PROPITEM_TXT_014514	Cameleon Hat Box
IDS_PROPITEM_TXT_014515	Mit dieser Box hast du die Chance auf einen Chameleon Hat, sowie viele andere, nützliche CS-Gegenstände. Der Inhalt hält 7 Tage.
IDS_PROPITEM_TXT_014516	Piyoco (30 Tage)
IDS_PROPITEM_TXT_014517	Diese sechsbeinige Fantasiegestalt bringt dich in windeseile an dein Ziel. Die Blume in seinen Händen beschert seinem Reiter einen bezaubernden Duft, wohin er auch fliegt. Höchstgeschwindigkeit: 291 km/h.
IDS_PROPITEM_TXT_014518	Sleeping Account Box (M)
IDS_PROPITEM_TXT_014519	
IDS_PROPITEM_TXT_014520	Sleeping Account Box (F)
IDS_PROPITEM_TXT_014521	
IDS_PROPITEM_TXT_014522	Cute Ghost (Event)
IDS_PROPITEM_TXT_014523	Ein süßer kleiner Geist, der seinem Besitzer folgt und dabei fallen gelassene Gegenstände aufsammelt.
IDS_PROPITEM_TXT_014524	Red Bike
IDS_PROPITEM_TXT_014525	Dieses rote Bike ist nur für die Coolsten gedacht. Max. Geschwindigkeit 254 km/h.
IDS_PROPITEM_TXT_014526	Medium Guild House Teleporter (7 Tage)
IDS_PROPITEM_TXT_014527	Teleportiert dich zu den wichtigsten Orten in Madrigal.
IDS_PROPITEM_TXT_014528	Clover Cloak Random Box
IDS_PROPITEM_TXT_014529	
IDS_PROPITEM_TXT_014530	Lucky Scroll of Unbind Box
IDS_PROPITEM_TXT_014531	
IDS_PROPITEM_TXT_014532	Enamel of Baruna
IDS_PROPITEM_TXT_014533	Schützt den Baruna Gegenstand vor dem Zerbrechen bei einem Element-Upgrade.
IDS_PROPITEM_TXT_014534	Blessed Enamel of Baruna
IDS_PROPITEM_TXT_014535	Schützt den Baruna Gegenstand vor dem Zerbrechen und negativen Statuswerten, bei einem Element-Upgrade.
IDS_PROPITEM_TXT_014536	Cancel Baruna Awakening
IDS_PROPITEM_TXT_014537	Entfernt die Erweckung des Baruna Gegenstandes.
IDS_PROPITEM_TXT_014538	Element Energizer
IDS_PROPITEM_TXT_014539	Erhöht die Erfolgsrate Elementupgrades des Baruna Gegenstandes unter +10 um 10%.
IDS_PROPITEM_TXT_014540	Flame Orb
IDS_PROPITEM_TXT_014541	Gegenstand für Feuer-Upgrades Level 1 bis 20, für Baruna Gegenstände
IDS_PROPITEM_TXT_014542	Desert Orb
IDS_PROPITEM_TXT_014543	Gegenstand für Erde-Upgrades Level 1 bis 20, für Baruna Gegenstände
IDS_PROPITEM_TXT_014544	Generator Orb
IDS_PROPITEM_TXT_014545	Gegenstand für Blitz-Upgrades Level 1 bis 20, für Baruna Gegenstände
IDS_PROPITEM_TXT_014546	River Orb
IDS_PROPITEM_TXT_014547	Gegenstand für Wasser-Upgrades Level 1 bis 20, für Baruna Gegenstände
IDS_PROPITEM_TXT_014548	Cyclon Orb
IDS_PROPITEM_TXT_014549	Gegenstand für Wind-Upgrades Level 1 bis 20, für Baruna Gegenstände
IDS_PROPITEM_TXT_014550	Lucky Sunglasses of Fashion Terminator Box
IDS_PROPITEM_TXT_014551	
IDS_PROPITEM_TXT_014552	Ticket of Pickup Pet
IDS_PROPITEM_TXT_014553	
IDS_PROPITEM_TXT_014554	Piyoco Random Box
IDS_PROPITEM_TXT_014555	
IDS_PROPITEM_TXT_014556	Lucky Random Box
IDS_PROPITEM_TXT_014557	
IDS_PROPITEM_TXT_014558	Beginning Dormant User Box
IDS_PROPITEM_TXT_014559	
IDS_PROPITEM_TXT_014560	Intermediate Dormant User Box
IDS_PROPITEM_TXT_014561	
IDS_PROPITEM_TXT_014562	Advanced Dormant User Box
IDS_PROPITEM_TXT_014563	
IDS_PROPITEM_TXT_014564	PD Kim's Coupon
IDS_PROPITEM_TXT_014565	
IDS_PROPITEM_TXT_014566	Old Ring
IDS_PROPITEM_TXT_014567	Es scheint als würde es Moonstones magisch anziehen.
IDS_PROPITEM_TXT_014568	Queen Entaness Sword
IDS_PROPITEM_TXT_014569	
IDS_PROPITEM_TXT_014570	Queen Entaness Slayer
IDS_PROPITEM_TXT_014571	
IDS_PROPITEM_TXT_014572	Queen Entaness Two-Handed Axe
IDS_PROPITEM_TXT_014573	
IDS_PROPITEM_TXT_014574	Queen Entaness Axe
IDS_PROPITEM_TXT_014575	
IDS_PROPITEM_TXT_014576	Queen Entaness Bow
IDS_PROPITEM_TXT_014577	
IDS_PROPITEM_TXT_014578	Queen Entaness Yoyo
IDS_PROPITEM_TXT_014579	
IDS_PROPITEM_TXT_014580	Queen Entaness Knuckle
IDS_PROPITEM_TXT_014581	
IDS_PROPITEM_TXT_014582	Queen Entaness Stick
